[0.031s] Invoking command in '/home/psd/psd_ws/build/ros2_control_demo_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/psd/psd_ws/install/rqt_joint_trajectory_controller:/home/psd/psd_ws/install/rqt_controller_manager:/home/psd/psd_ws/install/ros2controlcli:/home/psd/psd_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --build /home/psd/psd_ws/build/ros2_control_demo_description -- -j20 -l20
[0.235s] Invoked command in '/home/psd/psd_ws/build/ros2_control_demo_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/psd/psd_ws/install/rqt_joint_trajectory_controller:/home/psd/psd_ws/install/rqt_controller_manager:/home/psd/psd_ws/install/ros2controlcli:/home/psd/psd_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --build /home/psd/psd_ws/build/ros2_control_demo_description -- -j20 -l20
[0.281s] Invoking command in '/home/psd/psd_ws/build/ros2_control_demo_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/psd/psd_ws/install/rqt_joint_trajectory_controller:/home/psd/psd_ws/install/rqt_controller_manager:/home/psd/psd_ws/install/ros2controlcli:/home/psd/psd_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --install /home/psd/psd_ws/build/ros2_control_demo_description
[0.293s] -- Install configuration: ""
[0.296s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/carlikebot/rviz/carlikebot.rviz
[0.296s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/carlikebot/rviz/carlikebot_view.rviz
[0.296s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_0.stl
[0.296s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_1.stl
[0.296s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_2.stl
[0.297s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_3.stl
[0.297s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_4.stl
[0.297s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_5.stl
[0.297s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/collision/link_6.stl
[0.297s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_0.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_1.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_2.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_3.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_4.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_5.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/meshes/visual/link_6.dae
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/srdf/r6bot.srdf
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/urdf/inc/create_link.xacro
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/urdf/r6bot_description.urdf.xacro
[0.298s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/r6bot/rviz/view_robot.rviz
[0.299s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ament_index/resource_index/package_run_dependencies/ros2_control_demo_description
[0.299s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ament_index/resource_index/parent_prefix_path/ros2_control_demo_description
[0.299s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/environment/ament_prefix_path.sh
[0.299s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/environment/ament_prefix_path.dsv
[0.300s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/environment/path.sh
[0.300s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/environment/path.dsv
[0.300s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/local_setup.bash
[0.301s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/local_setup.sh
[0.301s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/local_setup.zsh
[0.301s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/local_setup.dsv
[0.301s] -- Symlinking: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/package.dsv
[0.309s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ament_index/resource_index/packages/ros2_control_demo_description
[0.309s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/cmake/ros2_control_demo_descriptionConfig.cmake
[0.309s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/cmake/ros2_control_demo_descriptionConfig-version.cmake
[0.309s] -- Up-to-date symlink: /home/psd/psd_ws/install/ros2_control_demo_description/share/ros2_control_demo_description/package.xml
[0.318s] Invoked command in '/home/psd/psd_ws/build/ros2_control_demo_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/psd/psd_ws/install/rqt_joint_trajectory_controller:/home/psd/psd_ws/install/rqt_controller_manager:/home/psd/psd_ws/install/ros2controlcli:/home/psd/psd_ws/install/ros2_controllers_test_nodes:/opt/ros/humble /usr/bin/cmake --install /home/psd/psd_ws/build/ros2_control_demo_description
